interaction_id,contact_id,company_id,interaction_date,interaction_type,outcome,notes
2230,457,36,2024-11-25 02:35:38.917607,Email,Neutral,Eight increase level quickly hold doctor.
2231,457,36,2024-11-25 02:35:38.917607,Call,Neutral,Under top site happy father really mind.
2232,457,36,2024-11-26 02:35:38.917607,Call,Neutral,Second number voice chance little receive officer.
2233,457,36,2024-11-25 02:35:38.917607,Support,Negative,Action military free recently.
2234,458,65,2024-11-19 02:35:38.917607,Support,No Response,His face door in think almost tonight.
2235,458,65,2024-11-06 02:35:38.917607,Support,Negative,Relationship know trip option early.
2236,458,65,2024-12-23 02:35:38.917607,Demo,Neutral,How popular program.
2237,458,65,2025-01-28 02:35:38.917607,Demo,Positive,Stage likely social.
2238,459,43,2025-02-03 02:35:38.917607,Call,Neutral,Nature career same inside.
2239,459,43,2024-08-06 02:35:38.917607,Meeting,Neutral,Treat politics simply pass side laugh positive.
2240,459,43,2025-01-07 02:35:38.917607,Support,Neutral,Forget maybe forget our step hit.
2241,459,43,2025-01-31 02:35:38.917607,Call,Negative,Of daughter quite college middle.
2242,460,80,2024-06-04 02:35:38.917607,Email,Neutral,Than mean loss hundred score fire yes follow.
2243,460,80,2024-01-01 02:35:38.917607,Meeting,Positive,Such PM number.
2244,460,80,2024-08-21 02:35:38.917607,Email,No Response,Stock reason around possible.
2245,460,80,2023-12-26 02:35:38.917607,Meeting,Positive,Institution record back ten radio kind imagine.
2246,460,80,2024-05-26 02:35:38.917607,Meeting,Negative,Cost article attorney several official.
2247,460,80,2024-02-05 02:35:38.917607,Call,Negative,Listen want oil.
2248,462,27,2025-02-15 02:35:38.917607,Call,No Response,Short meeting past pull.
2249,463,78,2024-11-06 02:35:38.917607,Call,Negative,Staff us make no industry follow third.
2250,464,51,2025-04-05 02:35:38.917607,Email,Negative,Significant do bed scene two.
2251,464,51,2025-04-12 02:35:38.917607,Support,Negative,Institution store particularly commercial onto citizen deal.
2252,464,51,2025-04-07 02:35:38.917607,Meeting,Positive,Movie west doctor this push down force reach.
2253,464,51,2025-03-22 02:35:38.917607,Call,Negative,Realize both grow not without last yes out.
2254,464,51,2025-04-02 02:35:38.917607,Call,Negative,Pay standard keep ability.
2255,464,51,2025-04-13 02:35:38.917607,Support,No Response,You most when even no.
2256,464,51,2025-04-05 02:35:38.917607,Support,Neutral,Score everyone skill speech recently situation really.
2257,464,51,2025-03-29 02:35:38.917607,Email,Neutral,Letter much increase maybe.
2258,464,51,2025-04-11 02:35:38.917607,Call,Neutral,Hit heavy political.
2259,465,42,2025-04-11 02:35:38.917607,Meeting,Positive,Question gas population oil sense.
2260,465,42,2025-02-19 02:35:38.917607,Call,No Response,Bill practice education.
2261,465,42,2025-03-14 02:35:38.917607,Call,No Response,Tv probably top pressure behavior ability vote simple.
2262,465,42,2025-02-15 02:35:38.917607,Demo,Negative,Live view with include.
2263,465,42,2025-01-26 02:35:38.917607,Demo,Neutral,Amount they data message much.
2264,465,42,2025-02-03 02:35:38.917607,Email,Negative,Political term teacher lawyer I more over.
2265,466,80,2024-12-04 02:35:38.917607,Email,Positive,Nearly prepare side strategy successful for.
2266,466,80,2024-08-05 02:35:38.917607,Call,Positive,Produce affect challenge.
2267,466,80,2024-09-19 02:35:38.917607,Support,Positive,Process whole week contain positive place become.
2268,466,80,2024-08-09 02:35:38.917607,Meeting,No Response,Music institution or both outside thus.
2269,466,80,2024-07-02 02:35:38.917607,Demo,Neutral,Commercial line hot administration.
2270,466,80,2025-02-27 02:35:38.917607,Demo,Positive,Most subject drive.
2271,467,96,2023-10-10 02:35:38.917607,Support,Neutral,Lead player source yes.
2272,467,96,2023-10-03 02:35:38.917607,Demo,Negative,Create top enough especially for organization.
2273,467,96,2024-06-02 02:35:38.917607,Support,Positive,Prepare politics free miss start machine accept condition.
2274,467,96,2024-12-28 02:35:38.917607,Call,Neutral,Specific us central class theory.
2275,467,96,2024-03-23 02:35:38.917607,Email,Negative,Imagine affect bed unit whatever.
2276,467,96,2024-02-09 02:35:38.917607,Support,Negative,Hair across necessary entire later statement unit.
2277,469,68,2025-01-31 02:35:38.917607,Demo,Neutral,Economic heavy set a.
2278,469,68,2024-12-31 02:35:38.917607,Email,Negative,Drug five such through final.
2279,469,68,2024-11-29 02:35:38.917607,Support,Positive,Great recognize interesting may bad mouth.
2280,469,68,2024-12-10 02:35:38.917607,Meeting,No Response,Smile single everything administration during hundred.
2281,469,68,2024-12-11 02:35:38.917607,Meeting,Neutral,Subject together national budget them.
2282,469,68,2024-09-27 02:35:38.917607,Support,No Response,Later marriage military everybody Republican in yourself.
2283,470,87,2025-03-23 02:35:38.917607,Meeting,Positive,Discuss although idea less.
2284,470,87,2025-03-24 02:35:38.917607,Demo,No Response,Wife imagine one can ok note machine treat.
2285,470,87,2024-12-02 02:35:38.917607,Meeting,Positive,Care anything either painting.
2286,471,4,2025-01-18 02:35:38.917607,Meeting,Negative,Continue which nor can himself huge.
2287,471,4,2025-01-05 02:35:38.917607,Email,Positive,We notice impact country general particular operation.
2288,471,4,2025-01-04 02:35:38.917607,Call,No Response,Price child trip owner week nature democratic seem.
2289,471,4,2025-01-05 02:35:38.917607,Email,Positive,Tend hundred method report late cost trouble.
2290,471,4,2025-01-15 02:35:38.917607,Demo,Neutral,Activity building effort common model term.
2291,471,4,2024-12-01 02:35:38.917607,Support,Neutral,Time spend believe customer month.
2292,471,4,2025-01-12 02:35:38.917607,Email,No Response,Wish outside choice call act.
2293,471,4,2024-11-21 02:35:38.917607,Call,Negative,To face anyone.
2294,471,4,2024-12-19 02:35:38.917607,Demo,No Response,Upon chair pay section attack society scientist.
2295,472,38,2024-08-08 02:35:38.917607,Meeting,No Response,Table that room nor design.
2296,472,38,2024-06-09 02:35:38.917607,Support,Negative,Admit might offer focus.
2297,472,38,2024-05-02 02:35:38.917607,Demo,No Response,Like almost party itself force provide father.
2298,472,38,2024-05-29 02:35:38.917607,Call,Negative,Father activity perform remember.
2299,472,38,2025-03-25 02:35:38.917607,Demo,Positive,Area consumer front discussion.
2300,473,38,2025-02-07 02:35:38.917607,Call,Positive,Usually year into wall bill wall next.
2301,473,38,2024-09-27 02:35:38.917607,Meeting,Positive,Husband trip nothing with since TV without almost.
2302,473,38,2024-09-13 02:35:38.917607,Demo,No Response,I capital above listen hair physical.
2303,473,38,2025-02-16 02:35:38.917607,Meeting,Positive,Large impact beyond.
2304,473,38,2024-09-20 02:35:38.917607,Call,No Response,Issue four lose serious prepare run white.
2305,474,58,2025-01-31 02:35:38.917607,Email,No Response,Support according easy vote make.
2306,474,58,2025-03-29 02:35:38.917607,Support,No Response,Represent fish who prevent.
2307,474,58,2024-12-26 02:35:38.917607,Meeting,No Response,Produce firm identify actually many many politics.
2308,474,58,2025-04-01 02:35:38.917607,Demo,Neutral,Many wife artist industry.
2309,474,58,2024-12-22 02:35:38.917607,Email,Positive,Seven conference and reason street season on.
2310,474,58,2024-12-26 02:35:38.917607,Call,Negative,Opportunity middle cover least.
2311,474,58,2025-04-01 02:35:38.917607,Email,Neutral,Fear contain family you every.
2312,474,58,2024-12-07 02:35:38.917607,Meeting,No Response,Expert participant sister management agent seek movement.
2313,474,58,2024-11-26 02:35:38.917607,Demo,No Response,Simple firm assume why.
2314,474,58,2025-02-06 02:35:38.917607,Meeting,No Response,Reality like focus.
2315,475,21,2025-04-15 02:35:38.917607,Call,Neutral,Author likely alone try newspaper sit ground low.
2316,476,81,2024-10-21 02:35:38.917607,Call,Negative,Which coach Mrs girl environmental.
2317,476,81,2025-03-19 02:35:38.917607,Email,Negative,Cover eight painting available some meeting.
2318,476,81,2025-03-02 02:35:38.917607,Call,No Response,Get score rock space fly strong.
2319,476,81,2024-10-24 02:35:38.917607,Demo,Positive,Even song hotel hand own.
2320,476,81,2025-03-02 02:35:38.917607,Support,Neutral,Two another man list.
2321,476,81,2024-10-22 02:35:38.917607,Support,Neutral,Expect onto throughout.
2322,476,81,2024-11-01 02:35:38.917607,Email,Neutral,Response five find.
2323,476,81,2024-12-15 02:35:38.917607,Email,Negative,Everybody adult seven page small national condition.
2324,477,59,2024-08-19 02:35:38.917607,Demo,Positive,Agency decade him shoulder short school always.
2325,477,59,2024-09-16 02:35:38.917607,Email,Positive,He star never range everything will season.
2326,477,59,2024-12-17 02:35:38.917607,Demo,Negative,Move actually hot church recently bed.
2327,478,40,2024-09-29 02:35:38.917607,Call,Negative,Executive join outside term reveal garden.
2328,478,40,2025-01-07 02:35:38.917607,Demo,Positive,Car area couple world feel sure.
2329,478,40,2025-02-19 02:35:38.917607,Demo,Positive,Traditional tonight seven subject maintain measure who.
2330,478,40,2024-11-05 02:35:38.917607,Email,Negative,Lot why others American quickly brother record.
2331,478,40,2024-12-06 02:35:38.917607,Meeting,Negative,Must reveal realize though.
2332,478,40,2025-01-03 02:35:38.917607,Call,Negative,Tend bad current task certainly.
2333,478,40,2024-06-27 02:35:38.917607,Call,Positive,Her benefit Mr network night garden.
2334,478,40,2024-06-03 02:35:38.917607,Email,Negative,Drive probably born prevent allow yes.
2335,478,40,2024-09-19 02:35:38.917607,Meeting,No Response,Chair finish over like.
2336,478,40,2024-10-24 02:35:38.917607,Support,Positive,Live weight guy.
2337,479,7,2025-02-18 02:35:38.917607,Meeting,No Response,Fast risk when arm mother.
2338,479,7,2025-03-13 02:35:38.917607,Meeting,Negative,Truth time bag seek.
2339,479,7,2025-02-09 02:35:38.917607,Email,Positive,Hospital available pay fund during.
2340,479,7,2025-02-11 02:35:38.917607,Meeting,Negative,Instead society sound young car.
2341,479,7,2025-03-13 02:35:38.917607,Support,Negative,Conference force serve heavy able discussion.
2342,479,7,2025-02-25 02:35:38.917607,Meeting,Neutral,Case his science.
2343,480,76,2024-12-24 02:35:38.917607,Email,Positive,Administration hear spend trade accept.
2344,480,76,2024-10-20 02:35:38.917607,Support,Positive,Might any up appear door how.
2345,480,76,2024-09-27 02:35:38.917607,Support,Neutral,Its across analysis room thought.
2346,480,76,2024-11-05 02:35:38.917607,Demo,Positive,Positive investment study perhaps.
2347,480,76,2024-10-06 02:35:38.917607,Support,Negative,Building teacher only or write around scientist police.
2348,480,76,2024-12-03 02:35:38.917607,Demo,Neutral,Half age energy citizen.
2349,480,76,2024-10-26 02:35:38.917607,Email,Neutral,Should least he level our.
2350,480,76,2024-11-05 02:35:38.917607,Demo,Negative,Tax off station wide among.
2351,480,76,2024-12-14 02:35:38.917607,Meeting,No Response,Respond involve card whom give spring manage far.
2352,481,2,2024-01-12 02:35:38.917607,Demo,Positive,Election event picture weight analysis experience.
2353,481,2,2025-01-20 02:35:38.917607,Demo,Positive,While example experience forget message buy administration.
2354,481,2,2024-03-02 02:35:38.917607,Support,Negative,Building nature hope picture morning exist stuff.
2355,481,2,2024-01-24 02:35:38.917607,Meeting,Positive,Seven huge image term others.
2356,481,2,2023-11-15 02:35:38.917607,Call,No Response,Change management manager fire imagine activity.
2357,481,2,2025-02-01 02:35:38.917607,Support,Positive,Bill information cause my air action.
2358,481,2,2024-03-01 02:35:38.917607,Demo,No Response,Tell child instead TV administration culture son.
2359,481,2,2024-10-17 02:35:38.917607,Demo,Negative,Hand half audience western.
2360,481,2,2024-04-12 02:35:38.917607,Call,Positive,Attack discover rise.
2361,481,2,2024-02-24 02:35:38.917607,Support,Neutral,Institution speak firm approach.
2362,482,5,2025-04-01 02:35:38.917607,Support,No Response,Key artist can eight avoid early for.
2363,482,5,2025-04-17 02:35:38.917607,Support,Negative,Note argue heart enough seat degree.
2364,482,5,2025-04-10 02:35:38.917607,Call,Negative,Reason would level approach reveal but.
2365,482,5,2025-04-09 02:35:38.917607,Support,Positive,Serve usually PM mother.
2366,482,5,2025-04-06 02:35:38.917607,Call,Positive,Who view summer identify Democrat form.
2367,482,5,2025-04-08 02:35:38.917607,Meeting,Positive,Network crime focus parent.
2368,482,5,2025-04-05 02:35:38.917607,Meeting,Neutral,Physical nice how western hear.
2369,482,5,2025-04-09 02:35:38.917607,Email,Neutral,Any control drug second long listen room.
2370,482,5,2025-04-07 02:35:38.917607,Support,Positive,Enter talk south beyond control agent growth.
2371,484,42,2025-02-13 02:35:38.917607,Support,Negative,Drop couple stage real page look skill.
2372,484,42,2025-02-08 02:35:38.917607,Email,Negative,Decision your if else.
2373,484,42,2024-12-21 02:35:38.917607,Demo,Negative,Than TV focus several.
2374,484,42,2025-02-08 02:35:38.917607,Email,Positive,Various time least pay order cost.
2375,484,42,2025-02-16 02:35:38.917607,Call,Negative,Keep truth perform remember.
2376,484,42,2025-01-01 02:35:38.917607,Meeting,Positive,Return test prepare another draw.
2377,484,42,2025-04-03 02:35:38.917607,Support,Positive,Against behind read a.
2378,484,42,2025-02-22 02:35:38.917607,Meeting,Neutral,Pattern direction sometimes might fall defense.
2379,484,42,2025-03-10 02:35:38.917607,Call,Negative,Manager audience opportunity change part.
2380,484,42,2025-01-24 02:35:38.917607,Call,No Response,Former fly base successful real camera home.
2381,485,99,2025-03-05 02:35:38.917607,Call,No Response,Food nothing participant attorney necessary determine.
2382,485,99,2025-02-13 02:35:38.917607,Call,No Response,About strategy small.
2383,486,92,2025-01-07 02:35:38.917607,Call,No Response,Degree choice similar it personal.
2384,487,48,2025-04-11 02:35:38.917607,Call,Neutral,Trial manage level despite.
2385,487,48,2025-04-09 02:35:38.917607,Demo,Neutral,Increase rise record almost.
2386,488,49,2024-08-18 02:35:38.917607,Email,Negative,I federal long understand kitchen debate.
2387,488,49,2024-06-18 02:35:38.917607,Call,No Response,Appear her alone pass college me.
2388,488,49,2025-02-01 02:35:38.917607,Call,Positive,Career explain road also list.
2389,488,49,2024-06-08 02:35:38.917607,Email,No Response,Road car many adult possible.
2390,488,49,2024-07-30 02:35:38.917607,Demo,No Response,List serve media into inside he.
2391,488,49,2024-05-17 02:35:38.917607,Support,Neutral,Success involve civil.
2392,488,49,2024-04-02 02:35:38.917607,Support,Positive,Early if source.
2393,488,49,2024-10-06 02:35:38.917607,Demo,Positive,Plant soldier want third somebody watch.
2394,488,49,2024-05-22 02:35:38.917607,Email,Positive,Executive language fire magazine.
2395,488,49,2024-06-02 02:35:38.917607,Call,Positive,Decade mission design onto show quickly security stuff.
2396,489,40,2025-03-23 02:35:38.917607,Support,Positive,Success our back out relationship.
2397,489,40,2025-03-21 02:35:38.917607,Email,Negative,Alone science thousand sport add example.
2398,489,40,2025-03-22 02:35:38.917607,Call,Neutral,Central indicate their fast camera.
2399,489,40,2025-03-28 02:35:38.917607,Support,No Response,Wish either herself candidate church.
